"Categorias","Palabra","WEB"
Elemento lítico,auqui/auquis,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis
Elemento lítico,Ayaco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayaco
Elemento lítico,Aycho,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aycho
Elemento lítico,Aysauilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aysauilca
Elemento lítico,Barasuybira,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#barasuybira
Elemento lítico,Callacalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#callacalla
Elemento lítico,Calondi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calondi
Elemento lítico,camachico,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camachico
Elemento lítico,Cantungui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cantungui
Elemento lítico,Caruachuco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruachuco
Elemento lítico,Chaca Guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaca guanacauri
Elemento lítico,Chauin,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chauin
Elemento lítico,Chinchero gauancoari,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchero gauancoari
Elemento lítico,Chunchucota,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chunchucota
Elemento lítico,Chuquimango,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquimango
Elemento lítico,Concauilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#concauilca
Elemento lítico,conchabamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchabamba
Elemento lítico,Corcor,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#corcor
Elemento lítico,Cotovla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cotovla
Elemento lítico,Cucuvilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cucuvilca
Elemento lítico,Cuntu,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuntu
Elemento lítico,Curichonta,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curichonta
Elemento lítico,Cuyca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyca
Elemento lítico,Dichan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#dichan
Elemento lítico,Guainarimac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guainarimac
Elemento lítico,Guamas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamas
Elemento lítico,Guana cauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guana cauri
Elemento lítico,Guancalchare,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guancalchare
Elemento lítico,guancas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancas
Elemento lítico,guaquillas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaquillas
Elemento lítico,Guaracinci,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaracinci
Elemento lítico,guariguanocos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guariguanocos
Elemento lítico,Guarivilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarivilca
Elemento lítico,Guaypon guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaypon guanacauri
Elemento lítico,Llahapalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llahapalla
Elemento lítico,Llimillay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llimillay
Elemento lítico,Luchus Amaro,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#luchus amaro
Elemento lítico,Macouilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#macouilca
Elemento lítico,Mapiguaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mapiguaca
Elemento lítico,Maragoaçi guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maragoaçi guanacauri
Elemento lítico,Matarau,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#matarau
Elemento lítico,Mudla gardai,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mudla gardai
Elemento lítico,Nina uinchos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina uinchos
Elemento lítico,ormaychico,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ormaychico
Elemento lítico,Pancha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha
Elemento lítico,Pancha guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha guanacauri
Elemento lítico,Pichus,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pichus
Elemento lítico,piedras,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#piedras
Elemento lítico,Pilco guarda,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pilco guarda
Elemento lítico,Piuni guaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piuni guaca
Elemento lítico,Pomacamas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pomacamas
Elemento lítico,Pu[z]co uilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pu[z]co uilca
Elemento lítico,Rimac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rimac
Elemento lítico,rumis,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#rumis
Elemento lítico,Rutucayan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutucayan
Elemento lítico,Sulcouilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sulcouilca
Elemento lítico,Tichicasa,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tichicasa
Elemento lítico,Tumayricapac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tumayricapac
Elemento lítico,Uilcos guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcos guanacauri
Elemento lítico,Urauilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#urauilca
Elemento lítico,Uscovilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscovilca
Elemento lítico,Uscucalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscucalla
Elemento lítico,Utaran,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#utaran
Elemento lítico,uzno/uznos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos
Elemento lítico,Yamoc Zuya,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yamoc zuya
Elemento lítico,Yanay guanca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanay guanca
Elemento lítico,Yanayacolca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanayacolca
Elemento lítico,Yaño,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yaño
Elemento lítico,Yarobaha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarobaha
Elemento lítico,Yllacsachucco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllacsachucco
Elemento lítico,Zunis,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#zunis
Etnónimo,achus,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achus
Etnónimo,Anaguancas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguancas
Etnónimo,Ananchancas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ananchancas
Etnónimo,anansayas/anansayos/hanansayas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anansayas/anansayos/hanansayas
Etnónimo,Andes',https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes'
Etnónimo,angaraes/angaras [sic: angaraes],https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angaraes/angaras [sic: angaraes]
Etnónimo,antas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#antas
Etnónimo,atauillos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#atauillos
Etnónimo,aymaraes,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aymaraes
Etnónimo,cañares,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cañares
Etnónimo,Caribes,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caribes
Etnónimo,caroac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caroac
Etnónimo,caxamalcas / caxamarcas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxamalcas / caxamarcas
Etnónimo,caxas',https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas'
Etnónimo,Chachapoyas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chachapoyas
Etnónimo,chancas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chancas
Etnónimo,checas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checas
Etnónimo,chinchacochas/chinchaycochas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchacochas/chinchaycochas
Etnónimo,chiscai,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiscai
Etnónimo,chuhayayas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuhayayas
Etnónimo,Chupaichos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chupaichos
Etnónimo,Chuquipuyuntus,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquipuyuntus
Etnónimo,Collaguas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collaguas
Etnónimo,collanas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collanas
Etnónimo,conchucos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchucos
Etnónimo,cuzcos,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzcos
Etnónimo,cuzcos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuzcos
Etnónimo,guamanchucos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamanchucos
Etnónimo,guanocos pincos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guanocos pincos
Etnónimo,guarocondos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarocondos
Etnónimo,guayllas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guayllas
Etnónimo,hacaris,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hacaris
Etnónimo,hurinchangas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinchangas
Etnónimo,huringuaillas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuaillas
Etnónimo,huringuancas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuancas
Etnónimo,hurinsayas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinsayas
Etnónimo,lunaguanas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lunaguanas
Etnónimo,malas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#malas
Etnónimo,mayos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mayos
Etnónimo,munchas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#munchas
Etnónimo,omasayos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#omasayos
Etnónimo,paltas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paltas
Etnónimo,papache,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papache
Etnónimo,pariscas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariscas
Etnónimo,pastos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pastos
Etnónimo,piscos hurinsayas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piscos hurinsayas
Etnónimo,pullacayra,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pullacayra
Etnónimo,puruaes,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#puruaes
Etnónimo,quechuas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quechuas
Etnónimo,Quíchuas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quíchuas
Etnónimo,quitos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quitos
Etnónimo,rucanas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rucanas
Etnónimo,soras,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#soras
Etnónimo,taramas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taramas
Etnónimo,Yauyos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yauyos
Etnónimo,ychmas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ychmas
Fauna,amaro/amaros,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amaro/amaros
Fauna,aves,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aves
Fauna,carneros,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#carneros
Fauna,conejos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#conejos
Fauna,corderos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#corderos
Fauna,cuyes,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyes
Fauna,ganado,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ganado
Fauna,ganado/ganados,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ganado/ganados
Fauna,Guachuas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachuas
Fauna,guanacos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanacos
Fauna,llamas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llamas
Fauna,machacuay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#machacuay
Fauna,oveja/ovejas,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#oveja/ovejas
Fauna,ovejas,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#ovejas
Fauna,Pacos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#pacos
Fauna,pájaros,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pájaros
Fauna,pariguanas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariguanas
Fauna,tunqui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tunqui
Fauna,vacas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vacas
Fauna,vicuñas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vicuñas
Fauna,Viscachas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#viscachas
Fenómeno atmosférico,acapana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acapana
Fenómeno atmosférico,yllapa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa
Flora,acollico/acollicos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos
Flora,adoratorios,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios
Flora,aguacates,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aguacates
Flora,ají,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ají
Flora,Capa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capa
Flora,chochos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chochos
Flora,Coca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#coca
Flora,coca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coca
Flora,guabas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guabas
Flora,guayabas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guayabas
Flora,Maiz,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maiz
Flora,maiz,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maiz
Flora,mamaçara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamaçara
Flora,mamapapa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamapapa
Flora,mani,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mani
Flora,maxuas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maxuas
Flora,Ocas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ocas
Flora,papa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papa
Flora,Papas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas
Flora,papas ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas 
Flora,Pozan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pozan
Flora,quixuar,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quixuar
Flora,uilca/uilcas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca/uilcas
Flora,vilca,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vilca
Funcionario,curacas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curacas
Funcionario,guacamayos [sic: guaca camayos],https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacamayos [sic: guaca camayos]
Funcionario,tocricoc,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tocricoc
Herramienta,ayllos,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ayllos
Herramienta,uilcana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcana
Herramienta,yllos [sic: ayllos],https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllos [sic: ayllos]
Hidrónimo,Aporima,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aporima
Hidrónimo,Auquiuilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auquiuilca
Hidrónimo,Checa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checa
Hidrónimo,Chinchacocha,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha
Hidrónimo,Chinchacocha/Chinchaicocha,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha/chinchaicocha
Hidrónimo,Chinchaycocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaycocha
Hidrónimo,Choclo cacha [sic: <b>Choclo cocha</b>/ Choclo Cocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#choclo cacha [sic: <b>choclo cocha</b>/ choclo cocha
Hidrónimo,Chuchiabo,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chuchiabo
Hidrónimo,Cuychacolla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuychacolla
Hidrónimo,Guaypon,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaypon
Hidrónimo,Hanan Chaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanan chaca
Hidrónimo,Hurinchaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinchaca
Hidrónimo,Pilco puquio,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pilco puquio
Hidrónimo,Pongo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pongo
Hidrónimo,Quichuas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quichuas
Hidrónimo,Titicaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#titicaca
Hidrónimo,Uullotoa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uullotoa
Hidrónimo,Xauxa,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#xauxa
Huaca,Acacana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acacana
Huaca,acapana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acapana
Huaca,Achapay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achapay
Huaca,adoratorios,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#adoratorios
Huaca,Anaguarque,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguarque
Huaca,Ancouilca/Ancovilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ancouilca/ancovilca
Huaca,Andazana,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andazana
Huaca,Angasquipi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angasquipi
Huaca,Anta,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anta
Huaca,apachita,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apachita
Huaca,Apallisca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apallisca
Huaca,Apocatiquillay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apocatiquillay
Huaca,Apocomuyllo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apocomuyllo
Huaca,Apoguante,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apoguante
Huaca,Apollmoca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apollmoca
Huaca,Apomalmagura,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apomalmagura
Huaca,Apoparato,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apoparato
Huaca,Aporimac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aporimac
Huaca,Aposauma,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aposauma
Huaca,Aposuissa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aposuissa
Huaca,Apotinia uiracocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apotinia uiracocha
Huaca,atisca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#atisca
Huaca,Aucambi caxqcuyoc,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aucambi caxqcuyoc
Huaca,Auiraca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auiraca
Huaca,Auqui uscuntay,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui uscuntay
Huaca,auqui/auquis,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis
Huaca,Auquiuilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auquiuilca
Huaca,Ayaco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayaco
Huaca,Aycho,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aycho
Huaca,Aysauilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aysauilca
Huaca,Barasuybira,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#barasuybira
Huaca,Biccinca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#biccinca
Huaca,bulto,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#bulto
Huaca,cacchaui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacchaui
Huaca,cachauis,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachauis
Huaca,Callacalla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#callacalla
Huaca,Calondi,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calondi
Huaca,camachico,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camachico
Huaca,Cantungui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cantungui
Huaca,Capa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capa
Huaca,Capatone,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capatone
Huaca,çaraçara,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#çaraçara
Huaca,Caroamcho,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caroamcho
Huaca,Carorazo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#carorazo
Huaca,Caruachuco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruachuco
Huaca,Ceques,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ceques
Huaca,Chaca Guanacauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaca guanacauri
Huaca,Chauin,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chauin
Huaca,Chaunicac llanguiama,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaunicac llanguiama
Huaca,Checa,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checa
Huaca,Chicchirazo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chicchirazo
Huaca,Chimborazo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chimborazo
Huaca,Chinchaycama,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaycama
Huaca,Chinchaycocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaycocha
Huaca,Chinchero gauancoari,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchero gauancoari
Huaca,Choclo cacha [sic: <b>Choclo cocha</b>/ Choclo Cocha,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#choclo cacha [sic: <b>choclo cocha</b>/ choclo cocha
Huaca,Chuchuranac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuchuranac
Huaca,Chunchucota,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chunchucota
Huaca,Chunta',https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chunta'
Huaca,Chuquiguaraca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquiguaraca
Huaca,Chuquimango,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquimango
Huaca,Chuquimoro,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquimoro
Huaca,Chuquinaoco,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquinaoco
Huaca,Coan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coan
Huaca,Concauilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#concauilca
Huaca,conchabamba,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchabamba
Huaca,Corauire,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#corauire
Huaca,Corcor,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#corcor
Huaca,Cotovla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cotovla
Huaca,Cucuvilca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cucuvilca
Huaca,Cuntu,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuntu
Huaca,Curichonta,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curichonta
Huaca,Cuyca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyca
Huaca,Cuychacolla,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuychacolla
Huaca,Dichan,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#dichan
Huaca,figura/figuras,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#figura/figuras
Huaca,fortaleza,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#fortaleza
Huaca,guaca/guacas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaca/guacas
Huaca,guacanqui,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacanqui
Huaca,Guacas,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guacas
Huaca,Guachaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachaca
Huaca,Guainacapac,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guainacapac
Huaca,Guali chanchau,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guali chanchau
Huaca,Guallallo,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guallallo
Huaca,Guamani,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamani
Huaca,Guamas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamas
Huaca,Guana cauri,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guana cauri
Huaca,Guancalchare,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guancalchare
Huaca,Guapaaylli,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guapaaylli
Huaca,guaquillas,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaquillas
Huaca,Guaracayoc,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaracayoc
Huaca,Guariguaca,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guariguaca
Huaca,guariguanocos,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guariguanocos
